system:index,NBR,NDVI,.geo
111,0.28821465373039246,0.4132295548915863,"{""type"":""Point"",""coordinates"":[-115.01548454911979,52.62632963269128]}"
112,0.32211053371429443,0.3558036684989929,"{""type"":""Point"",""coordinates"":[-115.71375870245708,54.8487875239648]}"
113,0.15412677824497223,0.23116891086101532,"{""type"":""Point"",""coordinates"":[-114.09184291617551,54.04666953120374]}"
114,0.34957370162010193,0.4235599935054779,"{""type"":""Point"",""coordinates"":[-114.06983587683358,52.685270081913686]}"
115,0.2594163715839386,0.338936984539032,"{""type"":""Point"",""coordinates"":[-117.24125364416719,53.35643186848182]}"
116,0.31829461455345154,0.4233852028846741,"{""type"":""Point"",""coordinates"":[-115.85729262102447,52.659557082830794]}"
117,0.764176070690155,-0.08125034719705582,"{""type"":""Point"",""coordinates"":[-117.39384171704523,52.1326576434126]}"
118,0.6028681993484497,0.5669991970062256,"{""type"":""Point"",""coordinates"":[-113.9039606637233,52.10228351317701]}"
119,0.2825157344341278,0.2976396083831787,"{""type"":""Point"",""coordinates"":[-115.35725369418434,54.63053963455627]}"
120,0.3930293917655945,0.4252347946166992,"{""type"":""Point"",""coordinates"":[-116.38007382831094,54.64514430513375]}"
121,0.41837960481643677,0.5242555141448975,"{""type"":""Point"",""coordinates"":[-113.03782110495872,53.490410082741846]}"
122,0.24682927131652832,0.28014320135116577,"{""type"":""Point"",""coordinates"":[-114.04046834665179,54.751010381563006]}"
123,0.3920261263847351,0.5509399771690369,"{""type"":""Point"",""coordinates"":[-114.22352236813383,53.79007012308147]}"
124,0.2311898171901703,0.3110255300998688,"{""type"":""Point"",""coordinates"":[-116.65687836164025,53.894095672156894]}"
125,0.2943396270275116,0.4380088448524475,"{""type"":""Point"",""coordinates"":[-117.1789944855663,53.74203433413264]}"
126,0.267854243516922,0.41378429532051086,"{""type"":""Point"",""coordinates"":[-115.11298439988413,53.725832242170554]}"
127,0.33813390135765076,0.49798011779785156,"{""type"":""Point"",""coordinates"":[-117.07009174182217,54.74952603589862]}"
